match_id,start_time,duration,radiant_win,hero_id,account_id,patch,is_radiant
5102790827,1573115470,1321,false,14,1009790652,7.22,0
4924718110,1564059644,1857,true,14,136177710,7.22,1
5080629141,1571745893,2532,false,14,103009158,7.22,1
4922778237,1563977318,3218,false,14,118078153,7.22,1
5056235679,1570299147,1444,true,14,167637574,7.22,0
5083262664,1571919214,1764,false,14,100781036,7.22,0
5114689837,1573884206,2346,true,14,208796906,7.22,1
5087808670,1572177572,1187,false,14,125857081,7.22,0
5105737865,1573299265,1764,true,14,214853734,7.22,0
5046662393,1569768866,1342,true,14,860050736,7.22,0
5035158511,1569146581,1327,false,14,187298596,7.22,1
5087909538,1572181258,2096,false,14,1782693,7.22,1
5078278030,1571588010,1797,false,14,86723143,7.22,1
5043737651,1569625352,1510,true,14,95145869,7.22,0
5066978843,1570938958,1990,true,14,1032768189,7.22,0
5053448574,1570164387,1221,false,14,1026117539,7.22,1
5098791105,1572845767,1338,true,14,368008750,7.22,1
4792572793,1559075300,2139,false,14,73562326,7.22,0
5107937573,1573408217,1377,false,14,179158796,7.22,1
5046768889,1569772456,1031,false,14,376630675,7.22,0
4992104249,1566982625,1152,false,14,234075689,7.22,1
5107763898,1573399839,2062,true,14,179158796,7.22,1
4875074399,1561896238,1350,true,14,146007312,7.22,0
4934962531,1564457138,1127,true,14,360696102,7.22,1
5049785916,1569943881,1722,true,14,1013681060,7.22,0
5035353922,1569153510,1395,true,14,253926275,7.22,1
4957950569,1565413577,1628,true,14,355777879,7.22,1
4831139111,1560267498,1874,true,14,162220523,7.22,0
5042376635,1569558576,2550,false,14,365351539,7.22,0
4960101821,1565496270,2073,false,14,85395195,7.22,1
5100552569,1572958380,1642,true,14,103009158,7.22,1
5042415679,1569561420,1541,true,14,393434922,7.22,0
4974859415,1566171067,1761,true,14,452400903,7.22,0
5085930731,1572082653,1908,true,14,214983585,7.22,0
4984392904,1566649584,1705,true,14,398575397,7.22,1
5107407876,1573386065,1811,true,14,849104422,7.22,1
4965599106,1565731285,2025,false,14,182588946,7.22,0
4968263860,1565872521,1916,false,14,246008040,7.22,0
4891821764,1562595913,2357,false,14,407389437,7.22,1
5079900829,1571688966,1506,false,14,75881726,7.22,0
4859827941,1561291462,1555,false,14,320751114,7.22,0
5072067624,1571237477,1627,true,14,100589115,7.22,1
4964512569,1565690415,1626,true,14,287858366,7.22,1
5020220665,1568370045,2207,true,14,208796906,7.22,1
5113326520,1573798296,2102,true,14,136177710,7.22,1
5114259793,1573847480,1974,false,14,175463659,7.22,0
4985976344,1566717179,2142,false,14,432353833,7.22,1
4792472522,1559071040,2203,false,14,41231571,7.22,0
4931125527,1564304188,1710,false,14,136177710,7.22,0
5097443448,1572769616,2066,false,14,881317820,7.22,1
5091009608,1572369982,1945,true,14,130801103,7.22,0
5066728808,1570918714,1805,false,14,424116521,7.22,1
5020397373,1568377409,1529,false,14,879074062,7.22,1
4962430741,1565593541,1928,true,14,345468232,7.22,0
4973967669,1566133258,2005,true,14,249818725,7.22,0
4974097062,1566136613,2331,false,14,376295020,7.22,0
5089707749,1572285508,2475,false,14,192208532,7.22,1
4789053572,1558964122,2200,false,14,373488044,7.22,1
5086305126,1572097931,1550,true,14,152275170,7.22,0
5046741214,1569771495,1626,true,14,386487381,7.22,1
5106515606,1573331482,1693,true,14,90573896,7.22,1
4962742487,1565606539,1391,false,14,372189566,7.22,1
4984365764,1566648862,2103,false,14,886118377,7.22,1
5034833031,1569134439,1516,false,14,255223353,7.22,0
5115468026,1573919143,2709,false,14,312052294,7.22,0
5128194865,1574718471,2083,false,14,110605738,7.22,1
5090483677,1572346451,2645,true,14,89001276,7.22,1
5005369536,1567596059,1224,false,14,166123325,7.22,0
4973845727,1566129941,1785,false,14,249818725,7.22,0
5031610419,1568982886,1439,true,14,173480523,7.22,0
4933065199,1564380916,2179,true,14,302715521,7.22,0
5041098676,1569484797,1605,false,14,365351539,7.22,0
4922040718,1563953684,1178,true,14,909640667,7.22,0
5038741387,1569336785,2114,true,14,135825515,7.22,0
4830988902,1560264169,2317,false,14,198436921,7.22,0
5026999733,1568714671,2034,false,14,85395195,7.22,0
5025554879,1568629926,1692,false,14,835678609,7.22,1
5049074767,1569913285,1595,true,14,369942571,7.22,0
5049772732,1569943395,1230,true,14,165432797,7.22,1
4934153669,1564414519,1678,true,14,78766945,7.22,0
4855108305,1561118959,2902,false,14,320183745,7.22,1
5065693603,1570875157,2052,true,14,880960473,7.22,0
4996564465,1567180109,1316,true,14,971614340,7.22,1
4857537462,1561208572,1186,false,14,887360326,7.22,1
5074599690,1571403861,1517,true,14,370533774,7.22,1
4922625659,1563973646,2350,false,14,24009418,7.22,0
5096197261,1572700304,2493,true,14,86953944,7.22,1
5053583301,1570172405,1779,false,14,1032889954,7.22,0
4996265478,1567172017,1779,true,14,1005605087,7.22,0
4872993110,1561818372,2039,false,14,323329209,7.22,1
4957947000,1565413437,1404,true,14,118402111,7.22,0
5077857720,1571572918,2559,false,14,915423138,7.22,1
5067748379,1570972163,1544,false,14,1782693,7.22,1
4984339246,1566648147,1804,false,14,186227815,7.22,1
5096359549,1572706070,2089,false,14,112426916,7.22,1
5024566788,1568563798,1527,false,14,344389023,7.22,0
4986095947,1566720855,1814,false,14,294955504,7.22,1
5076165180,1571488427,1730,false,14,215315898,7.22,0
5064070220,1570782549,1956,false,14,1032768189,7.22,0
5097595614,1572776585,1972,false,14,134432641,7.22,0
4960922162,1565524664,1682,true,14,143473838,7.22,1
4984481169,1566651820,2451,true,14,835820961,7.22,0
5102012914,1573053113,2141,true,14,316510493,7.22,0
4974500812,1566150538,2543,false,14,343438645,7.22,0
4941810645,1564736483,1594,false,14,218497450,7.22,1
4958347953,1565427784,2112,true,14,253962772,7.22,1
4789262632,1558967630,1935,true,14,198436921,7.22,1
4946814854,1564920836,1495,true,14,89393465,7.22,1
5007255055,1567692126,1496,false,14,895530757,7.22,1
4941898077,1564739700,2953,false,14,386487381,7.22,0
4941028323,1564694192,1123,true,14,125945850,7.22,1
5000989975,1567357818,1321,true,14,203482167,7.22,0
4950201140,1565068602,1554,true,14,254112481,7.22,0
5065488046,1570864497,1626,true,14,880960473,7.22,0
4927114252,1564152105,1518,false,14,372022646,7.22,0
5007022694,1567684610,2356,true,14,171323971,7.22,0
5042598037,1569573022,1856,true,14,1003175495,7.22,0
5036439050,1569208915,1877,false,14,144357551,7.22,0
5096021958,1572693254,1921,false,14,41843638,7.22,1
4931362249,1564311636,2326,true,14,136177710,7.22,0
4944020163,1564821618,1672,false,14,110539311,7.22,0
4907071454,1563285390,1757,true,14,198436921,7.22,1
4996275917,1567172292,2225,true,14,122759992,7.22,0
4783430282,1558800116,1867,false,14,321032394,7.22,1
4855253193,1561122592,1733,false,14,374182000,7.22,0
5074928475,1571415627,2062,true,14,297523650,7.22,1
5124212146,1574496295,2400,false,14,102126005,7.22,0
5095964411,1572690594,1247,false,14,870296712,7.22,1
5082222676,1571843374,1825,true,14,103009158,7.22,0
5077858700,1571572964,1633,false,14,138416892,7.22,1
5047703522,1569835135,1900,true,14,136177710,7.22,0
5049631896,1569938475,1548,false,14,106160944,7.22,0
5025335051,1568617240,2863,true,14,224195257,7.22,0
5005838276,1567611598,1414,true,14,374387478,7.22,0
4922458758,1563968953,2046,true,14,100895600,7.22,1
4903235002,1563106513,2242,true,14,862400602,7.22,0
4835620245,1560429651,1596,false,14,198436921,7.22,0
4782766394,1558789734,1961,true,14,198436921,7.22,1
4838076539,1560517972,2313,false,14,213771195,7.22,0
5007061498,1567686008,1941,true,14,403124813,7.22,1
5028781604,1568814565,2235,true,14,317581576,7.22,1
5046761334,1569772226,2758,true,14,861969551,7.22,0
4942056441,1564745056,2682,true,14,349495318,7.22,0
4941900509,1564739791,1329,false,14,396141418,7.22,0
4929446184,1564238108,2246,false,14,376109411,7.22,1
4996283095,1567172487,2070,false,14,886808452,7.22,0
4883418710,1562249152,2066,true,14,163293800,7.22,1
4879236908,1562070122,2289,true,14,198436921,7.22,1
5077755312,1571568959,1904,false,14,136433990,7.22,1
5098806000,1572846999,2790,false,14,237433594,7.22,0
5112587711,1573740003,2941,false,14,130801103,7.22,0
4982497299,1566563439,2103,true,14,414355268,7.22,0
4948287616,1564985683,2119,true,14,888539956,7.22,1
4877683014,1561995477,2535,true,14,152510198,7.22,1
4901568020,1563033872,2578,false,14,200698317,7.22,0
4966166191,1565769288,1966,true,14,355777879,7.22,0
4836401070,1560448396,1920,false,14,158313729,7.22,1
4939100874,1564621643,2156,false,14,125945850,7.22,1
4961486192,1565540252,2776,false,14,188596440,7.22,0
4913086833,1563574168,2067,false,14,178367154,7.22,1
4850816893,1560950329,2204,false,14,260015820,7.22,1
4817646658,1559844849,2831,true,14,198436921,7.22,0
4883689494,1562256965,2651,true,14,198436921,7.22,0
5001044011,1567360117,2055,true,14,150391893,7.22,1
5045784560,1569734303,2374,true,14,283503694,7.22,0
4881281179,1562158329,2032,true,14,198436921,7.22,1
4861256604,1561353989,1975,false,14,144613685,7.22,0
5027280961,1568726136,2369,false,14,198436921,7.22,1
4929491574,1564239232,3059,false,14,169881101,7.22,0
4844563970,1560711401,2260,true,14,355369194,7.22,0
5021746574,1568446052,2199,true,14,8295692,7.22,1
4807159432,1559516742,2266,true,14,360696102,7.22,0
4877390889,1561988020,2387,false,14,198436921,7.22,1
5114175095,1573842015,3148,true,14,91460772,7.22,1
4885467838,1562337210,2902,false,14,163293800,7.22,0
5028255994,1568789086,2074,false,14,307721199,7.22,0
4887948221,1562430636,3391,false,14,198436921,7.22,1
5046683750,1569769554,3576,true,14,1025419135,7.22,1
4915505968,1563679393,2555,true,14,895505736,7.22,0
4835969515,1560436602,2885,false,14,198436921,7.22,1
4879798758,1562085205,2455,false,14,342041695,7.22,1
5098597859,1572827750,2573,true,14,107485519,7.22,0
5115690815,1573928809,3244,false,14,90573896,7.22,1
4903529217,1563114286,3175,false,14,231496755,7.22,1
5029677520,1568872793,2564,false,14,377420354,7.22,0
4888082913,1562435991,3196,true,14,162220523,7.22,0
4968294765,1565873646,2519,true,14,132513137,7.22,0
5128426885,1574743276,2261,true,14,98011900,7.22,0
5128475773,1574747535,2624,true,14,118863996,7.22,1
5082023982,1571835553,2138,false,14,112540696,7.22,0
5076253477,1571491429,2917,true,14,215315898,7.22,0
5076493277,1571499334,2651,false,14,376609884,7.22,0
4974594358,1566154767,3292,false,14,376295020,7.22,0
4945972937,1564895005,2489,false,14,345468232,7.22,0
4855168593,1561120537,4186,false,14,213815559,7.22,0
4956272753,1565343877,1681,false,14,184763530,7.22,1
4889923220,1562511387,2722,true,14,198436921,7.22,0
4873226548,1561824018,3420,true,14,862893339,7.22,0
5065434259,1570861386,2956,true,14,132315437,7.22,1
5025930560,1568643857,2538,true,14,198436921,7.22,1
5032740683,1569040493,1824,true,14,8295692,7.22,1
4806297124,1559487563,2824,true,14,198436921,7.22,0
4934205640,1564416080,2492,false,14,429730480,7.22,1
4859841297,1561291791,3159,false,14,406047211,7.22,0
5044118616,1569651326,2550,false,14,132315437,7.22,1
4949252264,1565018014,3090,false,14,333857994,7.22,1
4829103839,1560190973,2388,false,14,862893339,7.22,0
4833985112,1560364730,2293,true,14,189536858,7.22,0
4851131666,1560957337,2788,false,14,323329209,7.22,0
5009416559,1567799746,3262,true,14,231496806,7.22,0
5076545744,1571501260,3087,true,14,297523650,7.22,0
4829015969,1560187513,2732,true,14,198436921,7.22,0
4786217047,1558877655,3059,false,14,373488044,7.22,1
5031932490,1568992951,2678,false,14,161406648,7.22,1
5112161110,1573714784,2023,false,14,350447726,7.22,1
4838997547,1560540583,2873,true,14,398200256,7.22,0
4809367775,1559581021,2557,true,14,240029997,7.22,0
4997928019,1567245677,2763,false,14,995062523,7.22,0
4841280383,1560612195,3044,true,14,198436921,7.22,1
4831258051,1560270658,3050,true,14,862893339,7.22,0
4951449595,1565113720,3246,false,14,279297570,7.22,0
4934085035,1564412642,2388,false,14,232326793,7.22,1
4877794046,1561999114,3717,true,14,163293800,7.22,0
5076336255,1571494128,4022,false,14,376609884,7.22,0
4841006595,1560606880,3389,true,14,198436921,7.22,0
4838972373,1560539585,3269,false,14,458146885,7.22,0
4857379797,1561204372,3608,false,14,198436921,7.22,1
5027153673,1568721682,3526,true,14,400836672,7.22,1
4786697311,1558886110,4056,false,14,198436921,7.22,0
4993801114,1567064708,2936,true,14,399155036,7.22,0
4831416905,1560275803,4569,false,14,198436921,7.22,1
4843756791,1560690687,3567,false,14,323329209,7.22,1
4793812060,1559127778,1916,false,14,10366616,7.22,1
4948219974,1564982279,1738,true,14,914327992,7.22,0
5121841933,1574342960,2385,false,14,296226696,7.22,0
5036468866,1569211162,1690,false,14,360231596,7.22,1
5033320879,1569065788,1261,true,14,182963644,7.22,0
5067028886,1570941958,2065,true,14,187298596,7.22,0
5023477463,1568525348,2574,true,14,224195257,7.22,1
5095961189,1572690433,1278,true,14,1020534617,7.22,0
4949343289,1565020799,1743,true,14,120613892,7.22,0
5086018205,1572086880,1591,true,14,1029682871,7.22,0
5033852851,1569081344,2151,false,14,198436921,7.22,1
4913399762,1563595865,1961,true,14,1009203321,7.22,0
5095900853,1572687437,1725,true,14,237053090,7.22,0
4996411410,1567175851,2041,false,14,891828507,7.22,1
4913632468,1563606260,3436,true,14,850896414,7.22,0
4960160376,1565498853,1650,false,14,166123325,7.22,1
5113752776,1573823853,1882,true,14,416279747,7.22,0
4789851033,1558982363,1836,true,14,381092986,7.22,0
4955463721,1565295387,2781,false,14,24009418,7.22,1
5043917348,1569640194,2878,false,14,144357551,7.22,0
5107532863,1573390956,2308,true,14,186942338,7.22,0
4829461472,1560211759,2469,false,14,67428263,7.22,1
5028480702,1568802651,2760,false,14,144357551,7.22,0
5100325786,1572946211,2047,true,14,85395195,7.22,0
4848865910,1560870717,2453,true,14,374182000,7.22,1
5023915269,1568542409,1795,true,14,356168339,7.22,1
4964145456,1565672728,2250,false,14,155707532,7.22,0
5032439551,1569017741,3248,true,14,40586005,7.22,1
4926753445,1564143231,2774,false,14,310962088,7.22,1
5079937534,1571692072,2458,true,14,75881726,7.22,1
5107690109,1573396834,1959,true,14,112426916,7.22,1
4961098222,1565529335,1511,false,14,203200386,7.22,0
4942020644,1564743939,2506,true,14,386487381,7.22,1
4935155523,1564466466,1525,false,14,169416589,7.22,0
5023587873,1568530148,1899,true,14,224195257,7.22,0
4844020176,1560695807,2260,false,14,198436921,7.22,1
4853248979,1561039830,2113,false,14,374182000,7.22,0
4858187046,1561224609,2378,true,14,397313610,7.22,1
5063480390,1570729786,1574,false,14,158542329,7.22,1
4843610857,1560687744,1733,true,14,198436921,7.22,1
4995650225,1567149772,2237,false,14,365351539,7.22,1
5004486412,1567535669,1763,true,14,374387478,7.22,0
4934252860,1564417606,1769,true,14,328337627,7.22,0
4857256193,1561200690,2425,false,14,323329209,7.22,0
4879895595,1562089019,2098,false,14,198436921,7.22,0
4879379631,1562073752,2222,true,14,206460143,7.22,1
4866313987,1561559435,2485,false,14,202936337,7.22,0
5051417805,1570036409,2154,true,14,386487381,7.22,1
4817016038,1559830293,2050,false,14,296535063,7.22,0
5035601862,1569160846,2699,true,14,1006121345,7.22,0
5109758438,1573546124,2814,false,14,117275286,7.22,1
4992182898,1566986603,2190,false,14,127596011,7.22,1
4826144441,1560092344,2199,false,14,198436921,7.22,1
5065316650,1570853671,3112,false,14,88933594,7.22,0
5039874467,1569411187,3133,false,14,136177710,7.22,0
5003595786,1567501852,2290,true,14,61134408,7.22,1
5006765601,1567672555,1646,false,14,155707532,7.22,1
4806473119,1559491308,2569,true,14,198436921,7.22,1
4859945549,1561294796,2429,true,14,320751114,7.22,0
5086219066,1572095031,1637,true,14,152275170,7.22,1
4964295590,1565680945,1988,true,14,193208642,7.22,0
4787084010,1558896599,2360,true,14,417810937,7.22,1
5068966154,1571047364,2208,false,14,150588364,7.22,1
5053409251,1570161602,1752,false,14,1026117539,7.22,0
4811892963,1559660812,2173,true,14,198436921,7.22,1
4831694899,1560288263,2957,false,14,198436921,7.22,1
4889853991,1562509644,2627,false,14,161539806,7.22,0
4855377747,1561125442,2029,true,14,198436921,7.22,1
4806082330,1559483845,2910,true,14,343797829,7.22,0
4817421648,1559838541,2117,true,14,198436921,7.22,0
4797647892,1559242164,3241,false,14,94738847,7.22,0
4864372288,1561478456,2531,false,14,163293800,7.22,1
4957812981,1565407463,2854,true,14,193208642,7.22,0
4872578111,1561808285,1957,true,14,387197937,7.22,1
4875076889,1561896255,2649,false,14,163293800,7.22,1
4984689280,1566656660,2090,true,14,160885117,7.22,0
5096381513,1572707172,2551,false,14,317880638,7.22,1
4948164627,1564979333,1919,true,14,193208642,7.22,0
5115132651,1573906933,2770,false,14,258457503,7.22,1
5097752457,1572783314,2135,false,14,143162149,7.22,1
5020446238,1568379140,2688,false,14,444989069,7.22,1
5112505484,1573736362,1825,true,14,197125927,7.22,0
5107499220,1573389638,1535,false,14,377420354,7.22,1
4940510928,1564672918,1933,true,14,216193098,7.22,1
5008768810,1567775472,3441,false,14,359210278,7.22,0
4960309742,1565504645,3194,true,14,474527300,7.22,1
4952344280,1565166448,2458,true,14,199517622,7.22,0
5001691245,1567403838,2090,true,14,140155883,7.22,1
4836258618,1560443648,2273,false,14,188409855,7.22,1
5077660360,1571564886,1854,false,14,239028027,7.22,0
5026863964,1568706861,1989,false,14,179614510,7.22,1
5115121212,1573906563,3243,false,14,841984761,7.22,0
4999132674,1567286270,2454,false,14,893178783,7.22,0
4961599305,1565544489,2675,false,14,188596440,7.22,0
4828900412,1560183565,2257,false,14,321032394,7.22,1
4718545868,1556958456,1754,true,14,73562326,7.21,1
4725370654,1557129613,1728,true,14,73562326,7.21,1
4725518960,1557133187,2192,true,14,73562326,7.21,0
4756610815,1558012455,1883,true,14,89117038,7.21,1
4971752684,1566042879,2288,false,14,116585378,7.22,1
5058216603,1570403016,1476,false,14,130055348,7.22,1
5101503147,1573026810,1496,true,14,426993582,7.22,0
4816342492,1559815830,1801,false,14,461078489,7.22,1
4930703485,1564291903,1368,false,14,889401261,7.22,1
4857109316,1561196110,1637,true,14,198631761,7.22,0
5120951282,1574273142,1514,true,14,848036101,7.22,0
5124234900,1574497467,2011,false,14,297476707,7.22,0
5126396676,1574605710,1652,false,14,870051923,7.22,0
5129658067,1574812605,1620,true,14,188024905,7.23,1
5132637654,1574978610,1186,true,14,65812750,7.23,1
5132646891,1574979478,1665,false,14,219277469,7.23,0
5136739780,1575201676,2331,false,14,904117207,7.23,1
5136975349,1575209595,1122,false,14,271737656,7.23,1
4968053464,1565863583,1179,true,14,153836240,7.22,0
5115147279,1573907705,3730,false,14,31818853,7.22,1
5152489700,1576215654,1570,false,14,235347502,7.23,1
5151502528,1576147373,1950,false,14,138857296,7.23,0
5151397379,1576139752,2773,true,14,198436921,7.23,1
5151355266,1576136505,1673,false,14,132315437,7.23,1
5150783997,1576084789,1457,true,14,235935671,7.23,0
5150634522,1576077220,1264,false,14,912452271,7.23,1
5148975247,1575968881,1563,false,14,143051496,7.23,1
5148864614,1575960370,1929,true,14,121416684,7.23,0
5148111363,1575901910,2693,true,14,118078153,7.23,0
5147727286,1575882250,1829,true,14,116153456,7.23,0
5147592108,1575871605,1299,false,14,39227598,7.23,1
5147563333,1575868974,2023,false,14,129869827,7.23,0
5147430420,1575856044,1335,false,14,153836240,7.23,1
5146332842,1575795971,1816,false,14,1009744623,7.23,0
5145986580,1575776633,1697,false,14,151176214,7.23,1
5145388214,1575735825,1770,true,14,122543313,7.23,1
5144685787,1575707204,1755,true,14,1029202952,7.23,0
5144585947,1575701714,1972,true,14,140155883,7.23,1
5144476754,1575694571,2596,false,14,140155883,7.23,0
5142320559,1575555380,1531,true,14,913287329,7.23,0
5140631200,1575454411,2988,false,14,89001276,7.23,1
5140527837,1575447888,1036,true,14,399155036,7.23,1
5139739050,1575386468,1544,false,14,293726904,7.23,1
5137970254,1575277459,1093,true,14,880960473,7.23,0
5136957446,1575208968,1171,false,14,482757061,7.23,1
5136759387,1575202364,1560,true,14,271737656,7.23,1
5136729938,1575201357,1710,true,14,113874152,7.23,0
5132639188,1574978747,2614,true,14,314206319,7.23,1
5134753010,1575106649,2740,true,14,298103127,7.23,0
5129940852,1574835404,1891,true,14,1009882497,7.23,1
5129727494,1574819602,1373,false,14,188024905,7.23,1
5130085640,1574843917,3703,true,14,158142926,7.23,0
